Award ID,Description,Contract Award Type,naics,naics_description,Recipient Name,Awarding Agency,awarding_agency_id,Start Date,End Date,Award Amount,base_and_all_options,generated_internal_id,generated_unique_award_id,internal_id,number_of_offers_received,Last Modified Date,base_and_all_options,Period of Performance Current End Date,Prime Recipient Name,Sub-Awardee Name,Sub-Award Amount,Funding Agency,Contract Duration,Contract Duration (Years),Days Until Contract Ends,Contract Status,Months Until Contract Ends,SortMonthBins,NAICSCodeDesc,AwardAmount_Binned,SortAmountBins,PastAwards_URL
FA330020F0013,AR SUPPORT CSDS,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2019-11-01,2019-12-31,116607.2,,CONT_AWD_FA330020F0013_9700_FA330018D0001_9700,,94614814,,2019-12-16,,,,,,Department of Defense,60.0,0,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_FA330020F0013_9700_FA330018D0001_9700
FA330020F0012,AR SUPPORT AFCLC,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2019-11-01,2019-12-31,319325.32,,CONT_AWD_FA330020F0012_9700_FA330018D0001_9700,,94614813,,2019-12-16,,,,,,Department of Defense,60.0,0,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_FA330020F0012_9700_FA330018D0001_9700
FA330020F0010,AR SUPPORT AFNC,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2019-11-01,2019-12-31,21422.1,,CONT_AWD_FA330020F0010_9700_FA330018D0001_9700,,94614812,,2019-12-16,,,,,,Department of Defense,60.0,0,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_FA330020F0010_9700_FA330018D0001_9700
FA330020F0009,AR SUPPORT LEAP,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2019-11-01,2019-12-31,182539.4,,CONT_AWD_FA330020F0009_9700_FA330018D0001_9700,,94614811,,2019-12-16,,,,,,Department of Defense,60.0,0,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_FA330020F0009_9700_FA330018D0001_9700
FA252118P0070,NETOWL EXTRACTOR V.6.9 SOFTWARE RENEWAL,PURCHASE ORDER,,,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",Department of Defense,1173.0,2018-08-29,2021-09-11,226600.0,,CONT_AWD_FA252118P0070_9700_-NONE-_-NONE-,,75354163,,2021-08-30,,,,,,Department of Defense,1109.0,3,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_FA252118P0070_9700_-NONE-_-NONE-
FA251821F0030,THIS ACQUISITION PROVIDES CYBER DEFENSE ENGINEERING AND TRAINING SERVICES FOR US SPACE FORCE MISSION SYSTEMS.,DELIVERY ORDER,,,DELOITTE CONSULTING LLP,Department of Defense,1173.0,2021-09-28,2024-05-30,19375972.56,,CONT_AWD_FA251821F0030_9700_47QRAD20DU344_4732,,144821911,,2023-06-27,,,,,,Department of Defense,975.0,3,229,Active,6-12 months,3.0,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_FA251821F0030_9700_47QRAD20DU344_4732
FA251819FA016,J2 INTELLIGENCE SUPPORT SERVICES,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2019-09-27,2020-09-29,845904.06,,CONT_AWD_FA251819FA016_9700_GS00Q14OADU705_4732,,93691532,,2023-06-26,,,,,,Department of Defense,368.0,1,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_FA251819FA016_9700_GS00Q14OADU705_4732
FA248723FA048,"TEST & EVALUATION TECHNOLOGIES FOR RANGES, ARMAMENTS AND SPECTRUM (TETRAS) II",DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2023-07-18,2024-01-17,1000.0,,CONT_AWD_FA248723FA048_9700_FA248723DA017_9700,,163647381,,2023-07-11,,,,,,Department of Defense,183.0,1,95,Active,3-6 months,2.0,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_FA248723FA048_9700_FA248723DA017_9700
FA248722FA002,"TEST & EVALUATION TECHNOLOGIES FOR RANGES, ARMAMENTS AND SPECTRUM (TETRAS) - AUTONOMOUS AND AUTOMATED WEAPON SYSTEM DESIGN (A2WSD)",DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2022-06-30,2025-06-26,4825064.79,,CONT_AWD_FA248722FA002_9700_FA248718D4700_9700,,152194770,,2023-05-30,,,,,,Department of Defense,1092.0,3,621,Active,18+ months,5.0,No NAICS Specified,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_FA248722FA002_9700_FA248718D4700_9700
FA248721F4710,"TEST&EVALUATION TECHNOLOGIES FOR RANGES, ARMAMENTS AND SPECTRUM (TETRAS) MROCC",DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2022-10-13,2022-07-08,1590926.09,,CONT_AWD_FA248721F4710_9700_FA248718D4700_9700,,121765151,,2021-02-11,,,,,,Department of Defense,-97.0,0,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_FA248721F4710_9700_FA248718D4700_9700
FA248719F4709,"TEST&EVALUATION TECHNOLOGIES FOR RANGES, ARMAMENTS,&SPECTRUM - ARNOLD ENGINEERING DEVELOPMENT COMPLEX RANGE G WEATHER ENCOUNTER UPGRADES",DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2019-09-26,2020-09-30,1069380.0,,CONT_AWD_FA248719F4709_9700_FA248718D4700_9700,,93675910,,2020-08-19,,,,,,Department of Defense,370.0,1,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_FA248719F4709_9700_FA248718D4700_9700
FA248719F4708,"TEST AND EVALUATION TECHNOLOGIES FOR RANGES, ARMAMENTS, AND SPECTRUM - INSTRUMENTATION AND DATA ACQUISITION SYSTEM",DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2019-07-17,2023-02-16,823042.55,,CONT_AWD_FA248719F4708_9700_FA248718D4700_9700,,88438139,,2023-02-16,,,,,,Department of Defense,1310.0,4,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_FA248719F4708_9700_FA248718D4700_9700
FA248719F4707,TEST&EVALUATION TECHNOLOGIES FOR RANGES ARMAMENTS&SPECTRUM - STRATEGIC DEVELOPMENT PLANNING&EXPERIMENTATION,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2019-06-11,2024-12-31,23777773.29,,CONT_AWD_FA248719F4707_9700_FA248718D4700_9700,,87533285,,2023-04-28,,,,,,Department of Defense,2030.0,6,444,Active,12-18 months,4.0,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_FA248719F4707_9700_FA248718D4700_9700
FA248718F4706,"TEST AND EVALUATION FOR RANGES, ARMAMENTS, AND SPECTRUM 59 TES KNOWLEDGE MANAGEMENT (KM)",DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2018-09-28,2021-09-26,907488.38,,CONT_AWD_FA248718F4706_9700_FA248718D4700_9700,,84049897,,2021-03-30,,,,,,Department of Defense,1094.0,3,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_FA248718F4706_9700_FA248718D4700_9700
FA248718F4705,TEST&EVALUATION TECHNOLOGIES FOR RANGE ARMAMENTS&SPECTRUM  - TRANSPORTBLE DIRECTION MONITOR,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2018-09-25,2021-01-31,1292179.01,,CONT_AWD_FA248718F4705_9700_FA248718D4700_9700,,76614561,,2021-03-04,,,,,,Department of Defense,859.0,2,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_FA248718F4705_9700_FA248718D4700_9700
FA248718F4704,"TEST AND EVALUATION FOR RANGES, ARMAMENTS, AND SPECTRUM -  59 TES TEST INSTRUMENTATION",DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2018-09-28,2021-04-01,1709467.09,,CONT_AWD_FA248718F4704_9700_FA248718D4700_9700,,76662237,,2021-02-19,,,,,,Department of Defense,916.0,3,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_FA248718F4704_9700_FA248718D4700_9700
FA248718F4703,"TEST AND EVALUATION TECHNOLOGIES FOR RANGES, ARMAMENTS, AND SPECTRUM (TETRAS) - NAVY AIR TELEMETRY",DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2018-08-15,2019-07-31,1020204.18,,CONT_AWD_FA248718F4703_9700_FA248718D4700_9700,,73580233,,2021-01-22,,,,,,Department of Defense,350.0,1,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_FA248718F4703_9700_FA248718D4700_9700
FA248718F4702,"TEST AND EVALUATION TECHNOLOGIES FOR RANGES, ARMAMENTS, AND SPECTRUM (TETRAS) - T38C LINK 16 RADIO",DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2018-04-23,2019-06-30,493337.22,,CONT_AWD_FA248718F4702_9700_FA248718D4700_9700,,67370607,,2021-02-19,,,,,,Department of Defense,433.0,1,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_FA248718F4702_9700_FA248718D4700_9700
FA239623F0001,TASK ORDER 3 - SCIENCE AND TECHNOLOGY PERSONNEL COST STUDY OUSD PHASE III,DELIVERY ORDER,,,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",Department of Defense,1173.0,2022-12-19,2023-12-18,204123.35,,CONT_AWD_FA239623F0001_9700_FA865021D4601_9700,,157019469,,2023-01-27,,,,,,Department of Defense,364.0,1,65,Active,0-3 months,1.0,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_FA239623F0001_9700_FA865021D4601_9700
FA236016F8039,"IGF::OT::IGF SILLENCE EMP 001: THE CONTRACTOR SHALL EXECUTE THE SILLENCE PROTOCOL, PREVIOUSLY CALLED THE HARDNESS AND TESTING VALIDATION (H&TV) PROCESS, DEVELOPED IN 2015 BY AFNWC/EZ TO GATHER DATA TO CERTIFY EMP SURVIVABILITY UTILIZING THE RESULTS OF PREVIOUS EMP TESTS/DESIGNS/MAINTENANCE. THIS PROTOCOL SHALL BE IMPLEMENTED ON AIR FORCE (AF) SYSTEMS (DEFINED AS BOTH AIR AND GROUND SYSTEMS WHICH MAY INCLUDE, BUT BE NOT LIMITED TO, FACILITIES, NUCLEAR COMMAND, CONTROL, AND COMMUNICATION (NC3) EQUIPMENT, DUAL-CAPABLE AIRCRAFT (F-15E, F-16, PA200), TANKERS (KC-135) AND BOMBERS (B-2)).   THE CONTRACTOR SHALL PERFORM ALL PHASES OF THE SILLENCE PROTOCOL (H&TV PROCESS) TO INCLUDE PLANNING, COORDINATION, DATA COLLECTION, AND ANALYSIS NEEDED TO CERTIFY THAT AF SYSTEMS OF INTEREST WILL NOT FAIL TO COMPLETE THEIR MISSION DUE TO EMP EFFECTS. THE CONTRACTOR SHALL ACCOMPANY THE GOVERNMENT TO ACQUIRE INFORMATION, INCLUDING, BUT NOT LIMITED TO, SURVEYING THE ACTIVITIES, PROCEDURES, GOALS, AND LIMITATIONS OF THE ORGANIZATIONS LISTED IN PWS 2.1.1.",DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2016-05-09,2021-11-08,6701004.26,,CONT_AWD_FA236016F8039_9700_GS00Q14OADU308_4732,,14605253,,2023-06-26,,,,,,Department of Defense,2009.0,6,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_FA236016F8039_9700_GS00Q14OADU308_4732
F625,IGF::OT::IGF. NON-PERSONAL SERVICES,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2017-07-27,2021-01-30,2792254.88,,CONT_AWD_F625_9700_W9124712D0008_9700,,14563739,,2022-09-23,,,,,,Department of Defense,1283.0,4,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_F625_9700_W9124712D0008_9700
F622,IGF::OT::IGF. NON-PERSONAL SERVICES,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2017-07-28,2020-08-31,620375.7,,CONT_AWD_F622_9700_W9124712D0008_9700,,14562526,,2022-06-22,,,,,,Department of Defense,1130.0,3,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_F622_9700_W9124712D0008_9700
F621,IGF::OT::IGF. NON-PERSONAL SERVICES,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2017-07-25,2020-07-30,2381122.64,,CONT_AWD_F621_9700_W9124712D0008_9700,,14562422,,2021-09-28,,,,,,Department of Defense,1101.0,3,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_F621_9700_W9124712D0008_9700
F620,IGF::OT::IGF. NON-PERSONAL SERVICES,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2017-06-08,2020-12-08,1552677.83,,CONT_AWD_F620_9700_W9124712D0008_9700,,14562166,,2022-01-12,,,,,,Department of Defense,1279.0,4,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_F620_9700_W9124712D0008_9700
F619,NON-PERSONAL SERVICES. IGF::OT::IGF.,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2017-03-15,2020-04-16,4090785.34,,CONT_AWD_F619_9700_W9124712D0008_9700,,14562052,,2021-09-29,,,,,,Department of Defense,1128.0,3,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_F619_9700_W9124712D0008_9700
F609,IGF::OT::IGF AIR MANEUVER BATTLE LAB (AMBL) BASE YEAR,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2015-09-28,2019-09-27,3951213.95,,CONT_AWD_F609_9700_W9124712D0008_9700,,14555483,,2022-06-22,,,,,,Department of Defense,1460.0,4,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_F609_9700_W9124712D0008_9700
F601,IGF::OT::IGF,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2015-09-25,2018-09-28,388891.92,,CONT_AWD_F601_9700_W9124712D0008_9700,,14554615,,2021-09-02,,,,,,Department of Defense,1099.0,3,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_F601_9700_W9124712D0008_9700
F406,IGF::CT::IGF - COMBINED MISSION COMMAND NETWORK OPERATIONS&MAINTENANCE SERVICES FOR USACISA-P,DELIVERY ORDER,,,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",Department of Defense,1173.0,2016-08-26,2020-04-12,42993962.3,,CONT_AWD_F406_9700_W91QUZ06D0012_9700,,14512617,,2022-04-02,,,,,,Department of Defense,1325.0,4,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_F406_9700_W91QUZ06D0012_9700
F15CW10461,IGF::OT::IGF JUNIOR PRIVACY SPECIALIST TO SUPPORT SI PRIVACY OFFICER FROM SOLICITATION F15SOL10059,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Smithsonian Institution,,2015-08-25,2018-06-08,695850.63,,CONT_AWD_F15CW10461_3300_F08CC10264_3300,,14451620,,2023-08-03,,,,,,Smithsonian Institution,1018.0,3,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_F15CW10461_3300_F08CC10264_3300
EXIM17F0011,IGF::OT::IGF,DELIVERY ORDER,,,KPMG LLP,Export-Import Bank of the United States,878.0,2017-02-21,2022-02-20,3637815.32,,CONT_AWD_EXIM17F0011_8300_GS00F275CA_4732,,14369004,,2021-02-03,,,,,,Export-Import Bank of the United States,1825.0,5,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_EXIM17F0011_8300_GS00F275CA_4732
EX16,IGF::OT::IGF BUREAU OF MEDICINE AND SURGERY (BUMED) INFORMATION MANAGEMENT DIVISION (IMD) INFORMATION TECHNOLOGY SUPPORT SERVICES,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2016-01-01,2020-11-21,15533873.24,,CONT_AWD_EX16_9700_N0017804D4024_9700,,14362243,,2020-08-24,,,,,,Department of Defense,1786.0,5,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_EX16_9700_N0017804D4024_9700
EX15,IGF::OT::IGF ADAPTIVE PLANNING SUPPORT SERVICES FOR JS J5 JOINT OPERATIONAL WAR PLANS DIVISION,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2015-09-21,2017-07-31,1786694.63,,CONT_AWD_EX15_9700_N0017804D4024_9700,,14362167,,2021-06-25,,,,,,Department of Defense,679.0,2,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_EX15_9700_N0017804D4024_9700
EX14,IGF::OT::IGF  JOINT IO DOCTRINE AND TRAINING INTEGRATION,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2014-11-25,2017-11-28,1251625.83,,CONT_AWD_EX14_9700_N0017804D4024_9700,,14362076,,2022-06-10,,,,,,Department of Defense,1099.0,3,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_EX14_9700_N0017804D4024_9700
EX13,PROMOTE COOPERATION EVENT SUPPORT IGF::OT::IGF,DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2014-09-10,2016-03-27,403435.5,,CONT_AWD_EX13_9700_N0017804D4024_9700,,14361990,,2021-06-25,,,,,,Department of Defense,564.0,2,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_EX13_9700_N0017804D4024_9700
EX08,IGF::OT::IGF CONTRACTED ADVISORY AND ASSISTANCE SERVICE (CAAS),DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2013-03-12,2016-03-18,378168.41,,CONT_AWD_EX08_9700_N0017804D4024_9700,,14361545,,2021-06-25,,,,,,Department of Defense,1102.0,3,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_EX08_9700_N0017804D4024_9700
EX05,VAMOSC - MAINTENANCE AND UPGRADE SERVICES,DELIVERY ORDER,,,INTERNATIONAL BUSINESS MACHINES CORPORATION,Department of Defense,1173.0,2011-06-16,2016-06-15,13681806.76,,CONT_AWD_EX05_9700_N0017805D4364_9700,,14361231,,2022-08-24,,,,,,Department of Defense,1826.0,5,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_EX05_9700_N0017805D4364_9700
EX04,AUDIT SUPPORT FOR SECOND LEVEL REVIEW AND TRANSACTION VALIDATION FOR FMO-5 IGF::OT::IGF,DELIVERY ORDER,,,DELOITTE CONSULTING LLP,Department of Defense,1173.0,2014-09-30,2016-09-11,5116554.08,,CONT_AWD_EX04_9700_N0017804D4020_9700,,14361117,,2020-02-25,,,,,,Department of Defense,712.0,2,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_EX04_9700_N0017804D4020_9700
EX02,FINANCIAL IMPROVEMENT PROGRAM,DELIVERY ORDER,,,INTERNATIONAL BUSINESS MACHINES CORPORATION,Department of Defense,1173.0,2006-09-01,2011-08-31,17497805.25,,CONT_AWD_EX02_9700_N0017805D4364_9700,,14360826,,2022-08-24,,,,,,Department of Defense,1825.0,5,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_EX02_9700_N0017805D4364_9700
EX01,IGF::OT::IGF FIAR PMO SERVICES,DELIVERY ORDER,,,KPMG LLP,Department of Defense,1173.0,2014-09-04,2019-09-03,22510755.3,,CONT_AWD_EX01_9700_N0017814D8016_9700,,14360665,,2022-05-25,,,,,,Department of Defense,1825.0,5,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_EX01_9700_N0017814D8016_9700
EX01,IGF::OT::IGF NAVAL VISIBILITY AND MANAGEMENT OF OPERATING AND SUPPORT COSTS PROGRAM,DELIVERY ORDER,,,INTERNATIONAL BUSINESS MACHINES CORPORATION,Department of Defense,1173.0,2016-09-16,2021-09-15,12495552.06,,CONT_AWD_EX01_9700_N0017814D7773_9700,,14360649,,2023-02-24,,,,,,Department of Defense,1825.0,5,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_EX01_9700_N0017814D7773_9700
EPW14004,IGF::CL::IGF SUPERFUND SAMPLE MANAGEMENT OFFICE (SMO),DEFINITIVE CONTRACT,,,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",Environmental Protection Agency,700.0,2014-03-20,2023-03-19,78633253.16,,CONT_AWD_EPW14004_6800_-NONE-_-NONE-,,14287384,,2023-04-25,,,,,,Environmental Protection Agency,3286.0,9,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_EPW14004_6800_-NONE-_-NONE-
EPW10016,HAZARD RANKING SYSTEM AND NATIONAL PRIORITIES LIST (HRS/NPL) TECHNICAL SUPPORT,DEFINITIVE CONTRACT,,,CSRA LLC,Environmental Protection Agency,700.0,2010-08-09,2021-12-31,26404149.84,,CONT_AWD_EPW10016_6800_-NONE-_-NONE-,,14287253,,2023-10-02,,,,,,Environmental Protection Agency,4162.0,11,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_EPW10016_6800_-NONE-_-NONE-
EPG18C00759,"ONSITE ADMINISTRATIVE AND TECHNICAL SUPPORT FOR THE OCCUPATIONAL HEALTH, SAFETY, ENVIRONMENTAL MANAGEMENT, RADIATION SAFETY PROGRAMS, AND EMS FOR US EPA IN RTP, NC",DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Environmental Protection Agency,700.0,2018-04-01,2019-11-18,800469.13,,CONT_AWD_EPG18C00759_6800_GS23F0025K_4730,,63591031,,2020-06-18,,,,,,Environmental Protection Agency,596.0,2,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_EPG18C00759_6800_GS23F0025K_4730
EPG17S00190,ERT FIELD INFORMATION MANAGEMENT APPLICATION SUPPORT (FIMAS) II  IGF::OT::IGF,DELIVERY ORDER,,,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",Environmental Protection Agency,700.0,2017-02-14,2022-02-23,6252446.88,,CONT_AWD_EPG17S00190_6800_HHSN316201200023W_7529,,14284954,,2023-06-23,,,,,,Environmental Protection Agency,1835.0,5,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_EPG17S00190_6800_HHSN316201200023W_7529
EPG17S00107,IGF::CT::IGF DEVELOPMENT AND TECHNICAL SUPPORT OF THE WASTE IMPORT AND EXPORT TRACKING SYSTEM (WIETS) APPLICATION OFFICE OF OFFICE OF ENFORCEMENT AND COMPLIANCE ASSURANCE (OECA)  OFFICE OF FEDERAL ACTIVITIES (OFA)  INTERNATIONAL COMPLIANCE ASSURANCE DIVISION (ICAD),DELIVERY ORDER,,,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",Environmental Protection Agency,700.0,2017-01-01,2022-06-30,602068.23,,CONT_AWD_EPG17S00107_6800_GS00Q09BGD0055_4735,,14284935,,2022-12-02,,,,,,Environmental Protection Agency,2006.0,5,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_EPG17S00107_6800_GS00Q09BGD0055_4735
EPG17D00888,IGF::OT::IGF RTP LOCAL TELECOMMUNICATIONS OPERATIONS-3 MONTH BRIDGE,DELIVERY ORDER,,,"ECS FEDERAL, LLC",Environmental Protection Agency,700.0,2017-10-01,2018-06-30,1743806.61,,CONT_AWD_EPG17D00888_6800_GS35F0601K_4730,,14284834,,2020-03-27,,,,,,Environmental Protection Agency,272.0,1,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_EPG17D00888_6800_GS35F0601K_4730
EPG17C00718,"IGF::OT::IGF US EPA LARGE LAKES RESEARCH STATION (LLRS) ENVIRONMENTAL DUE DILIGENCE PROCESS (EDDP) PHASES 2&3 AND FACILITY CLOSURE SUPPORT (GROSSE ILE, MI)",DELIVERY ORDER,,,BOOZ ALLEN HAMILTON INC,Environmental Protection Agency,700.0,2017-02-14,2019-11-18,495452.69,,CONT_AWD_EPG17C00718_6800_GS23F0025K_4730,,14284712,,2020-06-04,,,,,,Environmental Protection Agency,1007.0,3,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_EPG17C00718_6800_GS23F0025K_4730
EPG16H01298,IGF::OT::IGF  GRAPHICS AND MEDIA SUPPORT SERVICES FOR EPA OFFICE OF RESEARCH AND DEVELOPMENT,DELIVERY ORDER,,,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",Environmental Protection Agency,700.0,2016-04-20,2017-03-19,1291585.7,,CONT_AWD_EPG16H01298_6800_GS35F088AA_4732,,14284242,,2022-04-14,,,,,,Environmental Protection Agency,333.0,1,Contract Expired,Expired,Contract/s Expired,,No NAICS Specified,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_EPG16H01298_6800_GS35F088AA_4732
